0 259.385 312.141 397.612 384.315 153.359 381.45 375.521 513.762 498.828 519.641 405.811 418.34 361.089 196.524 461.943 405.916 321.175 250.389 401.99 598.213 485.878 615.387 321.154 737.885 358.453 710.257 374.27 760.779 728.38 749.091 767.297 635.13 573.188 794.919 430.637 718.533 851.763 873.114 889.248 882.398 836.662 952.65 865.116 825.236 993.262 981.504 828.097 906.578 909.785 1040.07 941.563 1125.2 1094.99 1089.08 1071.2 1115.31 945.972 1116.51 1175.91 1047.49 1230.55 1107.69 1181.22 1145.17 1125.82 1241.79 1218.45 1217.68 1263.06 1243.9 1171.51 1269.75 1333.02 1405.16 1402.35 1429.82 1447.38 1454.69 1478.08 1481.61 1513.4 1571.18 1595.41 1660.76 1609.53 1585.73 1805.49 1754.36 1834.35 1855.86 1870.89 1950.31 1959.88 1975.44 2036.44 2250.26 2245.01 2470.64 
259.385 0 165.943 156.965 567.321 398.809 201.064 203.907 256.662 241.848 290.596 230.994 216.916 134.824 255.305 699.326 658.027 174.003 456.437 571.42 349.901 291.258 375.476 197.27 498.951 217.235 466.834 579.464 589.608 479.432 501.548 534.602 392.844 349.654 547.294 646.678 487.227 600.775 621.022 637.599 633.724 588.469 703.442 620.93 586.136 740.792 733.507 589.225 666.459 665.393 788.738 697.223 872.978 842.003 840.7 821.179 865.824 707.135 867.11 927.865 803.795 1015.3 866.265 931.691 900.678 883.059 992.868 972.487 970.024 1014.66 996.141 929.408 1022.7 1084.67 1158.26 1152.44 1180.49 1200.67 1209.61 1229.86 1232.9 1264.84 1325.17 1350.14 1414.29 1365.86 1346.17 1560.56 1518.22 1590.86 1611.41 1656.25 1707.4 1720.63 1735.49 1800.82 2011.41 2013.33 2237.1 
312.141 165.943 0 174.484 564.707 434.524 97.9055 126.272 307.428 293.013 236.953 130.038 315.139 203.079 281.014 715.477 674.5 199.512 486.114 572.71 339.341 383.045 346.259 219.025 492.519 244.778 431.26 598.511 549.904 523.026 557.685 506.037 428.653 321.438 587.751 662.286 548.702 637.101 660.347 616.864 619.517 606.606 742.727 653.317 562.461 757.589 773.224 618.146 704.201 661.383 808.06 718.258 856.162 854.108 874.029 844.125 855.208 715.144 891.922 899.941 794.85 990.121 900.832 943.193 924.22 906.201 991.248 1000.11 980.161 1028.23 999.684 927.275 1025.67 1074.46 1125.6 1150.45 1165.98 1173.88 1180.05 1231.39 1236.51 1255.05 1299.61 1356.19 1404.62 1378.94 1357.5 1559.2 1538.15 1589.62 1602.73 1648.18 1682.43 1722.8 1731.52 1809.2 2002.27 2025.52 2244.4 
397.612 156.965 174.484 0 669.698 538.49 168.485 208.084 151.98 155.501 178.721 202.507 264.054 166.043 385.782 825.569 789.338 248.717 598.278 680.604 231.856 322.69 270.41 274.548 389.818 283.613 349.305 710.694 515.809 392.095 417.875 417.277 323.157 273.23 459.994 782.455 435.572 501.288 515.562 506.651 514.091 490.092 600.406 530.086 476.282 630.661 632.149 499.068 580.123 560.317 680.609 601.312 742.054 720.006 732.529 711.806 744.127 614.53 755.327 802.404 692.524 904.862 769.986 815.09 803.883 781.297 876.609 863.698 860.736 896.585 872.419 812.075 912.481 964.512 1027.79 1031.63 1054.91 1074.74 1087.65 1105.94 1114.06 1140.82 1194.02 1233.13 1290.72 1251.35 1237.96 1441.05 1410.46 1470.26 1488.44 1550.24 1578.68 1604.22 1622.91 1685.79 1895.48 1903.51 2123.27 
384.315 567.321 564.707 669.698 0 377.349 628.291 606.089 789.596 769.519 746.408 630.743 687.073 651.933 447.985 464.404 425.331 579.589 386.581 133.714 846.963 744.331 850.019 590.604 962.348 603.554 926.318 429.774 804.327 967.257 990.185 977.208 879.379 805.205 1029.44 445.875 967.927 1085.79 1110.69 1111.49 1100.26 1064.21 1187.41 1113.75 1049.16 1218.49 1212.28 1048.45 1149.41 1138.2 1265.21 1161.89 1344.15 1330.48 1315.61 1293.9 1325.79 1162.78 1341.73 1375.76 1266.3 1313.39 1339.53 1409.37 1364.75 1361.35 1452.35 1440.57 1434.09 1479.38 1469.71 1381.83 1477.43 1538.78 1602.85 1620.58 1641.07 1642.31 1651.2 1696.44 1694.7 1723.6 1771.47 1798.84 1871.12 1815.18 1800.5 2010.81 1963.22 2036.05 2057.33 1968.95 2143.96 2158.01 2168.81 2241.61 2442.3 2446.52 2661.6 
153.359 398.809 434.524 538.49 377.349 0 500.858 486.597 651.096 633.866 650.027 518.856 532.258 481.988 247.757 344.036 264.921 423.247 141.555 383.053 728.284 593.304 740.428 410.96 867.373 450.998 836.956 268.443 885.77 859.834 881.025 895.978 757.391 685.992 923.412 294.262 836.222 982.978 1006.74 1019.76 1011.49 963.119 1083.44 986.473 942.299 1121.89 1111.21 949.7 1027.32 1028.12 1168.14 1063.87 1253.72 1224.53 1219.43 1198.97 1242.56 1060.92 1245.52 1300.63 1165.53 1360.43 1229.61 1307.92 1265.39 1245.57 1366.55 1345.27 1340.29 1390.75 1369.56 1292.51 1391.41 1456.86 1527.91 1525.35 1552.86 1568.8 1572.77 1603.34 1605.52 1635.83 1693.64 1717.78 1780.8 1732.2 1700.9 1925.23 1871.74 1954.42 1975.26 1993.1 2068.07 2076.9 2088.94 2152.3 2362.35 2357.15 2584.5 
381.45 201.064 97.9055 168.485 628.291 500.858 0 112.417 269.812 249.772 164.679 61.6005 287.363 176.99 319.004 785.414 744.765 187.488 539.658 622.651 269.286 343.112 265.893 208.316 432.813 226.243 364.42 654.05 509.683 458.104 498.608 439.463 361.684 249.567 520.312 716.458 480.313 570.392 597.217 547.114 540.554 532.248 676.042 577.593 485.051 687.067 706.125 548.328 627.081 585.333 735.007 643.378 784.956 785.437 805.434 775.221 777.108 639.426 821.54 825.153 717.521 924.837 824.876 868.29 849.713 828.531 913.181 927.86 904.454 956.394 926.681 851.974 948.917 995.859 1052.51 1077.49 1091.76 1099.88 1104.52 1157.5 1161.21 1180.52 1224.55 1281.7 1330.49 1304.07 1280.15 1483.11 1460.65 1514.38 1527.03 1577.07 1608.38 1645.69 1652.93 1732.18 1923.68 1947.44 2167.63 
375.521 203.907 126.272 208.084 606.089 486.597 112.417 0 289.249 260.001 205.683 84.951 254.292 169.802 278.872 770.112 729.795 140.9 505.848 590.854 293.633 312.775 285.06 167.581 445.316 165.662 364.399 625.602 495.907 465.535 502.907 464.632 354.451 237.504 523.511 679.795 479.862 579.015 609.728 562.919 560.308 538.227 688.859 589.879 490.797 693.366 716.901 548.489 641.729 586.388 744.333 645.105 799.967 802.058 820.128 781.581 793.037 632.663 835.3 833.001 722.621 928.071 839.365 885.621 849.698 843.246 924.843 943.008 910.662 971.313 947.025 865.183 952.796 1008.2 1062.49 1086.42 1102.43 1105.63 1107.33 1175.48 1173.72 1191.42 1241 1292.43 1341.32 1317.87 1290.33 1495.19 1478.33 1527.5 1539.64 1587.9 1620.01 1659.44 1658.5 1751.74 1931.61 1965.04 2183.27 
513.762 256.662 307.428 151.98 789.596 651.096 269.812 289.249 0 49.8206 194.622 286.038 239.444 200.005 477.057 942.637 908.302 307.699 697.581 787.991 149.682 269.709 209.039 331.391 304.733 322.33 273.759 813.327 507.074 258.159 278.926 351.008 207.717 232.458 324.511 883.301 307.103 364.068 376.408 401.256 405.784 363.142 461.997 395.054 379.053 498.45 493.479 374.111 445.081 441.506 546.672 470.475 629.083 591.951 597.525 578.426 628.559 492.857 622.201 695.587 575.239 828.461 634.969 685.378 669.369 648.855 753.76 730.63 731.51 769.715 750.897 694.843 785.89 845.692 922.481 908.259 937.304 964.706 977.715 983.263 988.055 1021.63 1085.44 1108.29 1172.43 1124.31 1109.82 1318.28 1283.54 1349.77 1370 1449.81 1469.03 1483.18 1500.71 1564.79 1776.42 1781.27 2002.54 
498.828 241.848 293.013 155.501 769.519 633.866 249.772 260.001 49.8206 0 180.201 260.228 198.051 170.313 448.033 928.248 893.151 272.43 672.522 761.496 142.808 227.422 190.598 298.358 305.26 284.184 266.416 791.22 488.931 250.336 275.18 351.694 180.99 207.378 317.116 858.876 287.605 365.392 384.729 409.099 405.245 356.089 468.751 392.042 374.64 502.155 499.791 368.544 442.126 438.11 550.385 466.273 638.997 604.33 606.332 584.427 631.72 484.873 630.658 698.938 575.786 823.708 637.212 693.702 667.76 651.962 756.897 738.749 734.065 779.279 762.769 701.322 787.538 849.639 930.139 916.337 945.477 970.35 981.039 994.21 996.284 1029.79 1095.28 1116.38 1180.98 1133.2 1115.74 1326.8 1291.16 1358.6 1378.88 1453.97 1478.56 1490.71 1504.75 1574.43 1781.7 1789.16 2011.35 
